Cow_ID,Day,Breed,Months after giving birth,Previous_Mastits_status,IUFL,EUFL,IUFR,EUFR,IURL,EURL,IURR,EURR,Temperature,Hardness,Pain,Milk_visibility,class1,Rumination_Time_min,Eating_Time_min,Lying_Time_hr,Steps_Per_Day,SCC_K_cells_per_mL,Milk_Conductivity_mS,Milk_Yield_L
cow231,5,Jersey,4,0,203,232,198,238,202,225,190,243,38.3,0.0,0.0,0,0,449.9,344.4,11.9,2985,106.1,3.5,19.8
cow231,6,Jersey,4,0,192,233,192,230,200,225,199,239,38.6,0.0,0.0,0,0,523.8,384.9,10.5,3180,21.0,4.7,19.7
cow232,1,Jersey,6,0,197,236,197,229,189,222,189,225,38.6,0.0,0.0,0,0,570.0,408.7,10.9,2965,96.9,3.2,18.7
cow232,2,Jersey,6,0,207,221,198,245,197,231,198,222,38.5,0.0,0.0,0,0,476.5,352.7,10.8,3286,43.6,4.7,19.2
cow232,3,Jersey,6,0,195,235,209,225,207,223,200,231,38.3,0.0,0.0,0,0,533.5,386.5,11.3,3874,62.9,5.6,18.9
cow232,4,Jersey,6,0,193,230,204,239,198,233,203,224,38.4,0.0,0.0,0,0,483.4,351.4,13.7,2464,27.0,5.0,19.0
cow232,5,Jersey,6,0,194,224,193,230,196,228,195,221,38.6,0.0,0.0,0,0,493.1,366.4,13.8,1725,62.0,4.0,20.3
cow232,6,Jersey,6,0,195,225,200,235,196,233,191,244,38.5,0.0,0.0,0,0,579.1,403.9,12.5,2834,96.2,4.7,19.6
cow233,1,Jersey,1,0,202,226,191,228,191,229,196,230,38.3,0.0,0.0,0,0,498.3,414.8,11.6,2806,108.9,3.5,19.4
cow233,2,Jersey,1,0,197,228,199,233,199,232,186,238,38.2,0.0,0.0,0,0,538.5,365.7,9.9,2849,35.0,4.6,21.4
cow233,3,Jersey,1,0,193,221,205,230,198,221,197,242,38.2,0.0,0.0,0,0,445.2,324.6,11.8,2629,105.4,4.2,17.8
cow233,4,Jersey,1,0,191,240,198,231,193,237,190,223,38.2,0.0,0.0,0,0,594.5,415.6,10.6,3349,174.6,3.7,22.1
cow233,5,Jersey,1,0,195,226,203,231,199,229,209,219,38.2,0.0,0.0,0,0,544.1,431.2,13.5,2447,56.5,5.0,18.3
cow233,6,Jersey,1,0,193,234,203,229,193,222,190,228,38.3,0.0,0.0,0,0,512.7,351.9,9.6,3180,79.5,2.9,21.0
cow234,1,Jersey,6,0,190,225,201,228,192,235,210,224,38.4,0.0,0.0,0,0,543.0,401.5,12.0,3255,19.0,3.6,18.5
cow234,2,Jersey,6,0,198,239,199,225,195,220,200,238,38.6,0.0,0.0,0,0,463.6,350.6,10.5,3127,42.7,3.6,20.4
cow234,3,Jersey,6,0,202,233,205,229,200,228,190,222,38.5,0.0,0.0,0,0,567.3,414.4,11.5,3195,95.8,4.1,18.4
cow234,4,Jersey,6,0,198,234,194,219,193,227,202,229,38.3,0.0,0.0,0,0,507.0,394.5,12.3,3380,153.7,5.5,19.1
cow234,5,Jersey,6,0,203,238,194,229,194,231,187,240,38.6,0.0,0.0,0,0,511.8,397.0,12.7,3021,52.5,5.1,17.7
cow234,6,Jersey,6,0,193,226,190,225,188,242,204,230,38.6,0.0,0.0,0,0,500.3,360.1,11.4,2861,502.1,4.6,18.6
cow235,1,Jersey,1,0,194,234,196,231,193,229,200,225,38.6,0.0,0.0,0,0,496.8,369.6,12.4,3195,98.7,4.5,20.4
cow235,2,Jersey,1,0,191,226,198,219,197,227,193,232,38.7,0.0,0.0,0,0,547.8,363.1,10.7,3240,33.0,4.5,20.0
cow235,3,Jersey,1,0,192,228,195,231,189,224,200,230,38.5,0.0,0.0,0,0,530.2,387.9,11.8,3356,193.3,5.6,18.5
cow235,4,Jersey,1,0,204,222,199,231,187,228,186,234,38.3,0.0,0.0,0,0,546.1,381.4,12.7,2315,33.4,3.0,19.9
cow235,5,Jersey,1,0,201,236,215,226,186,239,197,232,38.6,0.0,0.0,0,0,519.6,376.4,11.9,2927,99.7,5.1,18.9
cow235,6,Jersey,1,0,196,232,199,239,206,232,197,232,38.6,0.0,0.0,0,0,540.5,362.0,10.9,2574,41.8,4.1,20.3
cow236,1,Jersey,1,0,192,233,197,225,200,219,198,230,38.3,0.0,0.0,0,1,278.2,252.2,13.2,1524,668.2,8.4,10.7
cow236,2,Jersey,1,0,195,231,200,229,190,234,184,221,38.6,0.0,0.0,0,1,384.2,278.0,14.7,1591,4332.6,8.4,10.3
cow236,3,Jersey,1,0,198,236,210,229,200,229,196,228,38.2,0.0,0.0,0,1,232.3,220.0,12.2,1190,1618.4,8.6,11.3
cow236,4,Jersey,1,0,203,224,196,222,190,236,193,229,38.1,0.0,0.0,0,1,345.4,263.2,12.4,1008,8016.5,9.3,9.6
cow236,5,Jersey,1,0,171,195,278,231,199,227,194,219,39.2,0.0,1.0,1,1,349.7,272.5,14.2,1539,878.5,6.9,10.1
cow236,6,Jersey,1,0,150,177,306,229,191,234,194,225,39.4,0.0,0.0,1,1,260.9,255.3,13.0,1247,567.7,8.8,11.1
cow237,1,Jersey,6,0,191,226,183,230,201,226,202,226,38.4,0.0,0.0,0,0,609.2,444.1,9.8,3571,57.0,4.4,21.1
cow237,2,Jersey,6,0,198,235,197,236,199,226,187,226,38.2,0.0,0.0,0,0,559.8,424.6,13.1,3709,585.0,4.1,21.0
cow237,3,Jersey,6,0,192,230,201,225,196,236,209,219,38.7,0.0,0.0,0,0,558.8,431.4,10.2,3400,141.3,6.1,22.3
cow237,4,Jersey,6,0,193,223,201,233,195,227,195,227,38.1,0.0,0.0,0,0,521.1,366.8,11.3,3093,116.5,5.1,20.8
cow237,5,Jersey,6,0,193,226,186,236,198,238,202,234,38.4,0.0,0.0,0,0,511.3,401.8,10.8,3730,119.1,4.2,17.8
cow237,6,Jersey,6,0,188,238,201,227,194,228,197,225,38.4,0.0,0.0,0,0,511.6,348.6,11.1,3096,56.8,5.3,18.4
cow238,1,Jersey,6,0,194,235,201,224,202,225,202,227,38.5,0.0,0.0,0,0,535.6,402.8,10.4,2808,523.4,4.5,18.8
cow238,2,Jersey,6,0,202,237,196,228,198,232,194,224,38.4,0.0,0.0,0,0,576.0,404.7,12.4,2730,109.0,4.2,17.6
cow238,3,Jersey,6,0,197,226,201,226,197,235,203,227,38.5,0.0,0.0,0,0,527.3,367.6,11.6,2719,102.2,4.0,18.5
cow238,4,Jersey,6,0,198,241,202,224,188,224,190,228,38.4,0.0,0.0,0,0,483.5,369.2,12.7,2997,156.8,4.7,20.0
cow238,5,Jersey,6,0,197,225,196,233,199,224,202,222,38.8,0.0,0.0,0,0,553.0,416.8,10.8,3185,33.0,4.0,19.1
cow238,6,Jersey,6,0,200,235,191,229,202,231,197,228,38.5,0.0,0.0,0,0,556.8,418.6,14.1,2434,43.3,4.6,21.0
cow239,1,Jersey,1,0,189,219,199,227,198,223,194,215,38.3,0.0,1.0,0,0,546.2,399.6,9.2,2820,67.0,5.2,20.3
cow239,2,Jersey,1,0,200,227,188,231,194,231,191,223,38.3,0.0,0.0,0,0,549.8,400.3,9.6,3085,157.5,4.6,20.1
cow239,3,Jersey,1,0,203,231,208,232,192,226,186,232,38.0,0.0,0.0,0,0,509.2,383.0,13.6,3257,32.4,6.1,21.3
cow239,4,Jersey,1,0,187,233,197,226,198,227,198,233,38.6,0.0,0.0,0,0,482.8,363.2,12.1,2990,75.8,4.5,20.9
cow239,5,Jersey,1,0,199,225,199,237,195,233,203,234,38.5,0.0,0.0,0,0,485.3,368.9,11.9,3098,68.8,5.6,19.9
cow239,6,Jersey,1,0,190,224,198,232,191,222,198,231,38.1,0.0,0.0,0,0,454.6,344.4,12.0,2505,26.8,5.3,22.7
cow240,1,Jersey,5,0,195,232,206,222,191,238,203,225,38.9,0.0,0.0,0,0,529.5,400.9,12.2,2635,55.9,5.7,19.1
cow240,2,Jersey,5,0,199,225,194,223,198,222,201,236,,,,0,0,516.7,348.7,11.9,2976,115.5,6.1,17.3
cow240,3,Jersey,5,0,197,224,195,221,194,228,197,235,38.7,0.0,0.0,0,0,502.4,367.1,10.3,3204,28.5,3.1,20.8
cow240,4,Jersey,5,0,191,229,210,230,205,220,198,234,38.6,0.0,0.0,0,0,401.8,284.2,12.5,3093,210.6,4.7,21.0
cow240,5,Jersey,5,0,198,222,206,223,193,228,207,222,38.3,0.0,0.0,0,0,470.1,355.0,12.3,2660,109.8,4.4,20.2
cow240,6,Jersey,5,0,192,232,198,230,209,225,194,230,38.5,0.0,0.0,0,0,564.8,436.5,13.2,2905,100.9,4.6,22.0
cow241,1,Jersey,4,0,201,238,191,233,201,230,198,226,38.4,0.0,0.0,0,0,493.4,355.5,13.6,3605,79.9,4.2,19.7
cow241,2,Jersey,4,0,202,224,194,225,200,231,192,228,38.6,0.0,0.0,0,0,534.4,390.9,11.9,3218,37.4,4.1,18.6
cow241,3,Jersey,4,0,195,236,200,236,199,232,189,230,38.6,0.0,0.0,0,0,464.4,360.2,10.0,2935,50.7,3.6,20.0
cow241,4,Jersey,4,0,196,229,196,223,193,224,201,233,38.6,0.0,0.0,0,0,577.5,377.3,13.6,2590,102.0,4.6,20.0
cow241,5,Jersey,4,0,202,234,197,234,207,234,201,237,38.9,0.0,0.0,0,0,514.2,367.1,10.3,2715,50.6,5.2,19.5
cow241,6,Jersey,4,0,190,224,193,228,191,230,204,235,38.7,0.0,0.0,0,0,531.6,393.5,11.9,3003,90.5,4.1,21.7
cow242,1,Jersey,3,0,188,233,199,237,199,232,199,231,38.8,0.0,0.0,0,0,613.0,383.7,11.2,3110,42.7,4.2,20.6
cow242,2,Jersey,3,0,204,229,205,239,194,224,200,230,38.7,0.0,0.0,0,0,580.7,398.8,11.0,3226,108.5,3.9,18.4
cow242,3,Jersey,3,0,189,227,199,229,201,226,194,236,38.5,0.0,0.0,0,0,507.7,392.5,12.4,3155,114.2,3.7,20.0
cow242,4,Jersey,3,0,179,226,202,230,198,229,201,226,38.6,0.0,0.0,0,0,496.3,383.8,11.8,2852,25.8,4.3,18.8
cow242,5,Jersey,3,0,205,219,197,220,188,230,196,231,38.7,0.0,0.0,0,0,507.0,378.9,12.1,2796,83.2,4.8,22.7
cow242,6,Jersey,3,0,199,213,195,224,196,228,190,232,38.3,0.0,0.0,0,0,540.4,408.1,10.5,3819,27.8,5.5,18.4
cow243,1,Jersey,1,0,195,228,192,226,205,230,197,234,38.4,0.0,0.0,0,0,515.8,381.3,11.3,2777,22.0,3.5,21.2
cow243,2,Jersey,1,0,198,218,203,234,196,227,196,233,,,,0,0,504.2,380.5,10.6,2483,52.7,4.5,19.7
cow243,3,Jersey,1,0,195,230,203,225,189,229,187,224,38.4,0.0,0.0,0,0,578.7,409.5,11.3,2345,548.4,5.4,18.3
cow243,4,Jersey,1,0,197,234,197,225,211,227,192,225,38.4,0.0,0.0,0,0,515.4,379.3,11.4,2859,135.7,3.6,19.1
cow243,5,Jersey,1,0,204,237,205,220,199,230,204,220,38.1,0.0,0.0,0,0,612.0,423.8,13.7,3376,207.8,5.5,18.7
cow243,6,Jersey,1,0,181,220,204,216,210,233,197,225,38.3,0.0,0.0,0,0,523.6,404.9,11.2,2770,120.9,4.1,20.7
cow244,1,Jersey,3,0,201,230,206,226,210,227,200,226,38.1,1.0,0.0,0,0,591.4,450.2,8.9,3591,91.5,5.1,19.8
cow244,2,Jersey,3,0,198,231,179,225,193,231,200,233,38.1,0.0,0.0,0,0,534.3,413.4,13.2,2997,147.4,4.3,18.8
cow244,3,Jersey,3,0,204,229,190,226,205,249,200,229,38.3,0.0,0.0,0,0,558.5,395.8,12.0,3444,51.1,4.9,19.5
cow244,4,Jersey,3,0,206,217,186,222,201,228,188,234,37.9,0.0,0.0,0,0,491.0,345.4,11.3,2697,109.9,5.8,20.2
cow244,5,Jersey,3,0,191,232,194,242,205,222,192,235,38.0,0.0,0.0,0,0,485.8,382.5,11.0,2703,179.1,4.4,21.4
cow244,6,Jersey,3,0,189,231,197,232,192,234,202,231,38.2,0.0,0.0,0,0,538.4,400.8,10.4,3036,128.8,5.3,20.4
cow245,1,Jersey,6,0,197,235,198,226,207,231,195,233,38.3,0.0,0.0,0,0,559.5,409.6,13.8,3193,187.4,4.7,20.3
cow245,2,Jersey,6,0,194,235,209,232,190,244,201,223,38.5,0.0,0.0,0,0,521.6,369.6,11.6,2928,90.1,3.9,20.1
cow245,3,Jersey,6,0,198,219,200,224,202,226,196,231,38.6,0.0,0.0,0,0,468.5,356.8,9.4,3117,255.6,4.4,22.3
cow245,4,Jersey,6,0,187,225,196,229,200,237,197,232,38.6,0.0,0.0,0,0,465.6,327.8,11.9,3235,68.8,4.3,23.0
cow245,5,Jersey,6,0,189,227,191,223,200,233,204,218,38.4,0.0,0.0,0,0,462.9,357.2,12.9,2432,343.0,3.4,19.9
cow245,6,Jersey,6,0,194,229,194,230,199,214,201,226,38.1,0.0,0.0,0,0,449.3,362.4,11.7,2864,118.1,4.9,19.3
cow246,1,Jersey,3,0,189,231,195,229,189,230,198,226,38.5,0.0,0.0,0,1,299.4,287.0,12.4,1093,1464.3,8.5,15.2
cow246,2,Jersey,3,0,223,231,217,228,200,237,199,242,39.1,0.0,0.0,0,1,340.0,294.8,12.3,1112,771.4,8.6,11.5
cow246,3,Jersey,3,0,218,236,226,232,193,235,201,240,39.1,1.0,1.0,1,1,294.5,229.8,12.4,1463,1040.4,9.1,9.8
cow246,4,Jersey,3,0,225,236,232,227,187,230,186,231,39.7,1.0,1.0,1,1,204.6,204.3,15.3,1098,920.9,8.8,12.5
cow246,5,Jersey,3,0,224,238,228,234,195,242,207,229,39.7,1.0,1.0,1,1,287.4,288.9,13.4,498,1857.6,7.5,16.6
cow246,6,Jersey,3,0,235,226,238,240,197,236,200,232,40.0,1.0,1.0,1,1,288.5,235.5,11.5,1205,714.7,7.7,11.4
cow247,1,Jersey,6,0,187,234,196,224,204,233,199,229,38.5,0.0,0.0,0,0,603.8,429.2,12.0,2574,194.0,5.2,22.0
cow247,2,Jersey,6,0,187,225,190,228,203,219,191,231,38.3,0.0,0.0,0,0,461.7,370.5,11.7,3199,85.7,4.8,17.6
cow247,3,Jersey,6,0,197,227,186,232,196,221,198,225,38.5,0.0,0.0,0,0,504.4,381.7,11.0,3322,83.4,4.5,20.5
cow247,4,Jersey,6,0,197,228,192,230,203,223,198,238,38.4,0.0,0.0,0,0,588.2,465.6,10.3,2130,35.5,3.8,19.6
cow247,5,Jersey,6,0,200,233,203,241,194,225,196,224,38.4,0.0,0.0,0,0,538.0,377.6,10.2,2690,46.7,4.1,21.1
cow247,6,Jersey,6,0,194,224,197,222,194,225,192,235,38.6,0.0,0.0,0,0,542.5,375.7,12.8,3141,17.1,5.0,18.9
cow248,1,Jersey,4,0,200,233,196,234,196,231,183,228,38.6,0.0,0.0,0,0,524.6,404.8,11.8,2436,242.9,2.9,21.1
cow248,2,Jersey,4,0,197,223,199,228,199,224,196,222,38.3,0.0,0.0,0,0,533.2,366.4,12.1,3313,29.8,2.6,20.6
cow248,3,Jersey,4,0,187,228,190,227,189,241,202,227,38.7,0.0,0.0,0,0,551.1,395.1,11.8,3420,31.4,5.1,18.0
cow248,4,Jersey,4,0,204,231,193,233,203,228,202,232,38.6,0.0,0.0,0,0,487.6,359.4,11.9,2935,210.8,4.1,18.3
cow248,5,Jersey,4,0,199,214,197,232,191,234,194,222,38.5,0.0,0.0,0,0,555.1,419.7,10.9,2690,103.8,4.9,18.7
cow248,6,Jersey,4,0,198,237,193,224,204,232,189,238,38.9,0.0,0.0,0,0,465.1,358.1,11.3,2076,86.3,5.8,21.3
cow249,1,Jersey,3,0,204,224,199,231,209,225,197,224,38.5,0.0,0.0,0,0,533.1,396.1,12.9,3326,100.5,3.7,21.6
cow249,2,Jersey,3,0,188,226,209,229,196,236,186,231,38.4,0.0,0.0,0,0,527.1,377.0,13.2,3801,153.5,3.2,19.4
cow249,3,Jersey,3,0,196,224,209,234,186,239,196,233,38.4,0.0,0.0,0,0,495.3,387.1,10.0,3718,85.1,4.3,18.3
cow249,4,Jersey,3,0,203,230,194,227,188,228,185,237,38.7,0.0,0.0,0,0,519.1,451.9,11.3,2922,27.3,4.0,18.4
cow249,5,Jersey,3,0,201,234,205,230,203,229,198,230,38.7,0.0,0.0,0,0,495.1,377.5,12.5,2563,131.8,4.5,19.3
cow249,6,Jersey,3,0,205,231,198,224,201,231,208,234,38.4,0.0,0.0,0,0,477.1,356.1,13.8,3335,106.3,4.9,22.1
cow250,1,Jersey,5,0,206,224,197,230,193,235,205,221,38.2,0.0,0.0,0,0,505.9,348.2,13.6,2949,178.4,4.8,20.4
cow250,2,Jersey,5,0,196,229,187,230,186,221,208,236,38.2,0.0,0.0,0,0,475.8,342.0,10.5,3191,33.5,4.5,20.3
cow250,3,Jersey,5,0,188,234,195,236,203,229,193,220,38.4,0.0,0.0,0,0,532.9,383.9,13.0,3121,48.0,5.3,20.5
cow250,4,Jersey,5,0,198,228,201,229,199,227,197,222,38.4,0.0,0.0,0,0,474.0,342.8,11.6,3037,104.1,5.0,18.9
cow250,5,Jersey,5,0,190,240,199,220,203,221,202,231,38.6,0.0,0.0,0,0,548.5,396.8,12.8,3411,41.4,4.4,18.9
cow250,6,Jersey,5,0,200,228,209,238,203,227,195,231,38.4,0.0,0.0,0,0,472.7,383.6,12.4,3426,15.6,5.0,19.4
cow251,1,Jersey,6,0,196,224,191,230,196,233,210,233,38.7,0.0,0.0,0,1,272.3,263.9,12.0,1091,2339.2,6.8,13.8
cow251,2,Jersey,6,0,199,221,206,253,194,231,199,238,38.9,0.0,0.0,1,1,270.0,237.2,14.2,931,4104.4,8.9,15.1
cow251,3,Jersey,6,0,196,242,197,265,196,235,206,227,39.2,0.0,1.0,1,1,348.0,265.1,14.7,300,1798.3,8.0,15.8
cow251,4,Jersey,6,0,205,236,203,273,198,236,198,225,39.8,1.0,1.0,1,1,308.2,287.0,13.5,1162,3103.5,7.0,15.8
cow251,5,Jersey,6,0,202,232,193,274,193,232,203,222,39.7,1.0,1.0,1,1,286.5,249.0,13.2,863,2761.7,7.7,12.4
cow251,6,Jersey,6,0,201,227,195,277,196,227,201,238,40.6,1.0,1.0,1,1,314.9,235.9,11.6,1468,2012.2,8.8,13.1
cow252,1,Jersey,3,0,188,229,202,228,204,227,190,225,38.3,0.0,0.0,0,0,435.7,342.3,12.3,2866,87.3,3.9,18.4
cow252,2,Jersey,3,0,192,218,187,228,195,242,192,227,38.2,0.0,0.0,0,0,518.3,397.4,11.8,2909,201.7,4.8,22.3
cow252,3,Jersey,3,0,207,231,197,226,199,238,198,232,38.6,0.0,0.0,0,0,599.9,384.3,10.4,3325,40.8,5.2,20.1
cow252,4,Jersey,3,0,201,232,192,231,199,240,194,230,38.5,0.0,0.0,0,0,525.3,368.3,11.1,3159,135.5,4.5,19.8
cow252,5,Jersey,3,0,205,231,182,237,189,219,204,232,38.7,0.0,0.0,0,0,522.7,379.6,11.7,2953,35.1,3.8,20.3
cow252,6,Jersey,3,0,188,214,200,222,201,223,199,223,38.3,0.0,0.0,0,0,541.9,406.4,10.8,3675,45.9,4.4,21.4
cow253,1,Jersey,6,0,193,230,196,237,198,230,197,236,38.8,0.0,0.0,0,0,555.8,392.2,11.5,3295,181.5,3.4,20.5
cow253,2,Jersey,6,0,202,233,194,225,200,222,200,238,38.4,0.0,0.0,0,0,440.1,317.1,9.4,2834,34.4,4.1,19.5
cow253,3,Jersey,6,0,198,230,199,233,200,225,198,236,38.8,0.0,0.0,0,0,452.7,352.7,13.1,2851,67.2,3.6,20.0
cow253,4,Jersey,6,0,199,232,201,221,191,236,204,229,38.1,0.0,0.0,0,0,528.4,376.6,11.5,3315,405.9,4.5,21.8
cow253,5,Jersey,6,0,190,219,190,232,197,230,198,222,38.4,0.0,0.0,0,0,491.4,372.6,10.2,3081,161.3,3.5,20.8
cow253,6,Jersey,6,0,191,229,202,237,201,224,187,227,38.8,0.0,0.0,0,0,572.5,391.5,8.5,2552,47.7,4.6,19.2
cow254,1,Jersey,4,0,196,230,189,239,197,226,198,236,38.6,0.0,0.0,0,0,507.4,348.1,12.7,3358,53.7,5.4,18.4
cow254,2,Jersey,4,0,200,235,205,230,195,229,203,228,38.7,0.0,0.0,0,0,442.6,347.2,12.2,3503,70.6,5.5,22.3
cow254,3,Jersey,4,0,215,230,201,233,189,233,194,219,38.5,0.0,0.0,0,0,469.3,354.1,11.8,3473,196.6,3.5,18.0
cow254,4,Jersey,4,0,199,232,202,222,197,224,199,230,38.7,0.0,0.0,0,0,410.0,330.6,12.5,3617,39.8,4.0,17.7
cow254,5,Jersey,4,0,192,228,203,236,194,230,192,223,38.8,0.0,0.0,0,0,510.6,364.8,12.5,3828,38.1,5.2,17.3
cow254,6,Jersey,4,0,191,230,195,232,199,226,200,229,38.8,0.0,0.0,0,0,512.5,361.2,11.7,3692,130.0,5.1,19.9
cow255,1,Jersey,3,0,198,226,194,236,196,225,205,218,38.4,0.0,0.0,0,1,278.0,269.3,13.2,1436,514.8,7.5,14.7
cow255,2,Jersey,3,0,209,224,202,237,202,233,209,227,38.5,0.0,0.0,0,1,338.2,253.5,13.0,1217,957.5,7.6,16.1
cow255,3,Jersey,3,0,202,265,196,219,205,234,191,225,39.5,1.0,0.0,1,1,342.9,306.3,14.0,568,1863.0,8.1,15.0
cow255,4,Jersey,3,0,203,272,201,234,193,227,209,223,39.7,0.0,0.0,0,1,288.2,274.7,15.2,1304,1941.6,6.5,15.8
cow255,5,Jersey,3,0,203,270,209,235,187,228,193,233,39.9,1.0,1.0,1,1,209.6,219.2,13.4,1508,664.3,8.4,13.7
cow255,6,Jersey,3,0,194,286,192,223,196,224,192,240,40.6,1.0,1.0,1,1,319.7,257.4,15.3,1317,2653.4,8.9,12.7
cow256,1,Jersey,6,0,200,230,191,232,202,243,186,233,38.5,0.0,0.0,0,0,542.2,378.6,11.9,2245,116.4,4.2,17.2
cow256,2,Jersey,6,0,206,226,209,218,196,236,199,225,38.3,0.0,0.0,0,0,532.4,383.6,12.0,2885,50.3,3.4,19.2
cow256,3,Jersey,6,0,193,239,198,229,200,221,199,243,38.5,0.0,0.0,0,0,559.3,380.2,14.4,3258,250.2,5.6,18.3
cow256,4,Jersey,6,0,203,238,199,229,204,225,206,236,38.4,0.0,0.0,0,0,473.4,334.7,13.5,2590,100.4,4.7,17.5
cow256,5,Jersey,6,0,202,234,200,227,202,222,192,238,38.4,0.0,0.0,0,0,600.4,439.8,13.5,3066,39.7,5.1,20.6
cow256,6,Jersey,6,0,191,229,198,221,201,222,190,221,38.6,0.0,0.0,0,0,481.6,368.7,10.5,3173,243.4,3.4,18.6
cow257,1,Jersey,4,0,193,221,197,236,187,230,197,223,38.8,0.0,0.0,0,0,550.0,379.1,14.1,3447,55.3,3.4,17.4
cow257,2,Jersey,4,0,204,221,190,235,202,238,206,232,38.7,0.0,0.0,0,0,452.5,351.7,11.4,3685,89.9,4.8,18.1
cow257,3,Jersey,4,0,206,235,204,234,191,237,189,219,38.7,0.0,0.0,0,0,482.8,365.9,11.2,2849,56.7,5.3,20.1
cow257,4,Jersey,4,0,206,238,197,231,195,226,205,234,38.7,1.0,0.0,1,0,580.7,443.6,8.9,3074,122.2,3.6,21.0
cow257,5,Jersey,4,0,201,221,202,237,196,222,197,229,38.6,0.0,0.0,0,0,509.6,384.0,11.9,3086,57.0,4.4,19.5
cow257,6,Jersey,4,0,198,236,198,231,198,225,196,228,38.6,0.0,0.0,0,0,553.6,419.2,10.2,3260,59.4,3.2,21.7
cow258,1,Jersey,3,0,188,236,189,224,195,225,202,233,38.7,0.0,0.0,0,0,529.5,394.3,12.0,3215,71.1,3.9,17.7
cow258,2,Jersey,3,0,198,229,195,225,183,234,193,225,38.7,0.0,0.0,0,0,515.8,395.1,10.1,3570,56.2,4.3,21.2
cow258,3,Jersey,3,0,200,226,198,227,202,231,186,231,38.6,0.0,0.0,0,0,574.6,389.6,13.7,2067,166.5,4.9,19.6
cow258,4,Jersey,3,0,192,233,202,230,194,224,193,227,38.5,0.0,0.0,0,0,510.5,372.1,12.2,3167,33.3,2.8,20.5
cow258,5,Jersey,3,0,197,227,200,223,196,234,198,226,38.3,0.0,0.0,0,0,448.8,336.6,14.2,3195,77.4,5.6,19.9
cow258,6,Jersey,3,0,190,238,198,229,203,235,198,231,38.8,0.0,0.0,0,0,487.9,356.3,10.3,2906,84.5,4.4,17.7
cow259,1,Jersey,3,0,194,227,199,231,201,234,187,222,38.4,0.0,0.0,0,0,542.0,401.2,13.4,2094,72.9,5.5,19.8
cow259,2,Jersey,3,0,188,230,193,230,200,228,208,235,38.8,0.0,0.0,0,0,535.8,400.9,9.3,2976,155.1,5.1,21.0
cow259,3,Jersey,3,0,194,218,198,231,201,231,183,235,38.6,0.0,0.0,0,0,457.3,349.5,11.7,2716,28.1,5.2,16.9
cow259,4,Jersey,3,0,200,232,191,233,194,220,213,235,38.5,0.0,0.0,0,0,491.0,359.4,10.7,3671,117.6,6.1,20.7
cow259,5,Jersey,3,0,212,240,196,229,201,225,203,230,38.8,0.0,0.0,0,0,496.7,352.8,11.0,3150,33.6,3.9,18.4
cow259,6,Jersey,3,0,199,222,204,226,196,228,206,223,38.4,0.0,0.0,0,0,505.4,391.0,10.9,2682,55.9,4.6,20.4
cow260,1,Jersey,3,0,194,228,196,242,192,240,206,221,,,,0,1,240.0,228.3,12.4,479,673.5,7.2,10.5
cow260,2,Jersey,3,0,258,237,194,221,202,230,189,232,38.4,0.0,0.0,1,1,269.9,221.6,12.0,1536,1526.8,7.9,10.6
cow260,3,Jersey,3,0,267,239,183,224,189,228,198,228,38.7,0.0,1.0,0,1,265.9,234.0,13.0,1578,1252.1,8.6,13.0
cow260,4,Jersey,3,0,282,244,198,225,201,231,191,229,39.2,1.0,1.0,0,1,325.9,242.1,13.6,1214,7471.3,8.9,12.5
cow260,5,Jersey,3,0,303,229,201,228,202,230,198,230,39.2,1.0,1.0,1,1,327.4,275.1,14.9,1541,2423.7,7.7,13.5
cow260,6,Jersey,3,0,321,217,189,236,191,229,192,228,40.0,1.0,1.0,1,1,289.2,247.9,13.9,1161,2844.0,7.0,16.8
cow261,1,Jersey,1,0,208,223,200,224,197,230,200,229,39.0,0.0,0.0,0,0,504.3,360.3,12.9,3427,37.0,4.6,19.1
cow261,2,Jersey,1,0,196,224,201,230,196,227,199,233,38.7,0.0,0.0,0,0,525.6,411.9,9.7,3397,132.4,3.8,19.3
cow261,3,Jersey,1,0,198,224,193,239,193,225,191,234,38.9,0.0,0.0,0,0,487.3,339.6,11.0,2344,246.3,4.0,21.7
cow261,4,Jersey,1,0,190,230,206,227,195,226,206,234,38.9,0.0,0.0,0,0,474.1,365.2,12.4,2442,144.9,5.0,21.5
cow261,5,Jersey,1,0,198,233,198,235,193,220,198,229,38.9,0.0,0.0,0,0,482.4,396.8,11.9,3813,32.1,4.9,20.6
cow261,6,Jersey,1,0,194,229,201,234,194,222,207,243,38.9,0.0,0.0,0,0,494.6,384.2,10.5,3373,57.6,5.2,19.0
cow262,1,Jersey,1,0,202,232,196,223,201,230,194,227,38.6,0.0,0.0,0,0,473.5,351.5,12.6,2495,85.6,4.2,21.4
cow262,2,Jersey,1,0,208,233,201,232,197,234,198,228,38.2,0.0,0.0,0,0,526.5,363.5,10.9,2372,53.3,5.3,18.2
cow262,3,Jersey,1,0,209,224,204,224,201,231,197,229,38.5,0.0,0.0,0,0,549.2,373.0,10.6,3083,457.0,4.5,23.6
cow262,4,Jersey,1,0,203,225,193,234,201,221,205,241,38.4,0.0,0.0,0,0,456.5,334.5,12.1,2543,56.9,4.3,18.5
cow262,5,Jersey,1,0,200,230,205,231,199,227,205,220,38.6,0.0,0.0,0,0,521.0,368.2,11.5,2873,77.1,3.6,18.1
